Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_00099,35.16,4.71,0.134,0.279,0.212,0.312,-0.074,0.454,0.091,0.011,0.063,0.114,12.48,41.92,2.65,0.3,2.93,1.66,3.3,0.7,0.035,0.148,1.98,4.27,81.3,26.9,59.0,113.4,0.36,3427,10260.0,0.231
Company_00100,116.81,12.73,0.109,-0.023,0.147,0.093,0.295,0.227,0.135,0.098,0.228,0.057,59.32,104.91,4.66,0.57,1.77,1.01,4.47,2.34,0.083,0.144,0.24,11.1,82.6,38.5,57.0,101.1,0.444,1190,98160.0,-0.106
Company_00101,41.11,16.03,0.39,0.262,0.043,0.16,0.06,0.734,0.136,0.027,0.258,0.234,109.0,94.29,6.8,1.16,1.87,1.59,12.28,0.82,0.095,0.095,0.78,10.76,82.9,34.5,40.5,88.9,0.375,4661,8820.0,0.289
Company_00102,640.05,170.25,0.266,-0.079,0.006,0.239,-0.032,0.757,0.148,0.019,0.091,0.088,1064.06,883.21,6.25,1.2,1.98,1.24,12.48,12.8,0.012,0.144,1.28,4.45,45.8,41.9,50.6,54.5,0.295,961,666025.0,0.098
Company_00103,321.21,126.24,0.393,0.023,-0.015,0.193,0.274,0.688,0.213,0.188,0.131,0.2,759.96,379.5,6.02,2.0,1.77,1.7,11.98,6.42,0.052,0.133,1.03,6.18,78.5,49.2,62.5,91.8,0.148,3675,87404.0,0.06
Company_00104,513.48,86.26,0.168,0.015,-0.035,0.239,-0.082,0.264,0.263,0.167,0.17,0.091,186.32,382.13,2.16,0.49,2.15,1.61,2.99,10.27,0.098,0.117,1.69,9.56,31.0,26.8,71.4,75.6,0.133,305,1683541.0,0.04
Company_00105,908.49,268.91,0.296,0.151,0.176,0.257,0.088,0.74,0.036,0.085,0.086,0.216,707.23,2199.58,2.63,0.32,2.3,0.88,3.44,18.17,0.06,0.116,1.72,6.56,86.2,34.6,48.7,100.3,0.193,1637,554973.0,0.25
Company_00106,256.8,32.87,0.128,-0.048,0.021,0.153,0.208,0.214,0.157,0.097,0.154,0.231,188.35,263.23,5.73,0.72,1.34,0.72,5.03,5.14,0.081,0.139,0.39,8.5,41.2,21.6,54.4,74.0,0.077,322,797516.0,-0.022
Company_00107,416.28,58.7,0.141,0.253,-0.043,0.019,0.027,0.467,0.136,0.175,0.292,0.071,315.81,565.15,5.38,0.56,2.66,1.05,14.73,8.33,0.058,0.0,1.51,11.11,83.0,37.0,64.4,110.4,0.028,3434,121223.0,0.115
Company_00108,758.0,173.58,0.229,0.231,0.069,-0.054,0.112,0.5,0.023,0.161,0.23,0.079,477.34,572.27,2.75,0.83,2.32,0.89,5.57,15.16,0.077,0.018,1.39,6.09,78.3,33.3,96.0,141.0,0.301,806,940447.0,0.206
Company_00109,236.51,38.31,0.162,0.161,0.095,0.342,0.18,0.7,0.249,0.141,0.092,0.235,136.77,389.08,3.57,0.35,2.49,1.03,14.15,4.73,0.024,-0.003,1.73,9.84,53.4,64.9,66.4,54.9,0.127,2084,113488.0,0.34
Company_00110,86.21,9.4,0.109,0.083,0.001,0.382,0.281,0.651,0.049,0.112,0.075,0.204,45.97,77.42,4.89,0.59,2.88,0.6,10.57,1.72,0.07,-0.014,0.71,8.22,87.8,29.5,57.1,115.4,0.383,920,93707.0,0.132
Company_00111,296.85,42.15,0.142,0.273,-0.037,0.015,-0.059,0.678,0.052,0.125,0.161,0.058,174.92,229.97,4.15,0.76,2.62,1.18,2.36,5.94,0.083,0.153,1.88,6.76,35.6,53.9,51.8,33.5,0.468,328,905030.0,0.108
Company_00112,169.61,10.69,0.063,0.232,0.007,-0.133,-0.037,0.721,0.034,0.085,0.297,0.086,39.98,73.98,3.74,0.54,2.23,1.5,8.34,3.39,0.076,0.194,0.34,5.52,47.5,60.5,100.0,87.0,0.202,1291,131379.0,0.165
Company_00113,930.4,276.33,0.297,0.1,0.154,-0.066,0.104,0.486,0.076,0.11,0.248,0.132,442.13,2817.01,1.6,0.16,1.61,1.02,12.87,18.61,0.038,-0.041,1.89,11.23,45.2,50.5,99.6,94.3,0.06,1910,487120.0,0.306
Company_00114,810.04,179.83,0.222,0.181,-0.025,0.202,0.067,0.668,0.07,0.113,0.123,0.223,649.19,1325.59,3.61,0.49,2.19,1.53,2.83,16.2,0.04,0.111,1.79,3.08,30.5,43.8,92.4,79.1,0.333,624,1298141.0,0.193
Company_00115,637.07,52.88,0.083,0.127,0.117,-0.096,0.064,0.241,0.117,0.174,0.057,0.08,367.52,495.62,6.95,0.74,1.12,1.5,9.93,12.74,0.098,0.089,0.62,9.21,39.9,26.2,28.6,42.3,0.18,2736,232847.0,-0.08
Company_00116,872.75,96.0,0.11,0.135,-0.006,0.268,0.019,0.467,0.205,0.052,0.153,0.195,292.8,640.03,3.05,0.46,2.24,0.61,6.17,17.45,0.093,-0.007,0.2,6.73,77.6,53.8,44.1,67.9,0.034,4632,188418.0,0.155
Company_00117,805.64,69.29,0.086,0.032,0.009,0.354,0.124,0.218,0.035,0.057,0.09,0.067,357.54,548.59,5.16,0.65,1.86,1.72,4.6,16.11,0.057,0.024,0.33,4.42,79.9,48.1,66.5,98.3,0.139,2634,305862.0,-0.039
Company_00118,194.7,51.4,0.264,0.085,0.068,0.378,0.253,0.749,0.261,0.05,0.095,0.143,207.14,539.47,4.03,0.38,2.39,0.66,8.87,3.89,0.072,-0.022,1.69,2.03,74.7,52.2,78.5,101.0,0.026,2568,75818.0,0.145
Company_00119,893.63,74.17,0.083,-0.069,-0.02,-0.194,-0.036,0.775,0.111,0.12,0.091,0.196,427.96,554.04,5.77,0.77,1.56,1.26,12.35,17.87,0.083,0.108,0.96,4.61,62.9,63.3,88.7,88.3,0.251,555,1610144.0,-0.047
Company_00120,543.95,170.8,0.314,0.043,0.002,0.375,-0.014,0.25,0.19,0.142,0.23,0.063,937.69,1378.03,5.49,0.68,2.24,1.84,12.12,10.88,0.063,0.165,1.4,7.8,67.9,63.6,57.0,61.3,0.397,3776,144055.0,0.104
Company_00121,809.37,46.13,0.057,0.178,0.055,0.244,0.168,0.52,0.023,0.055,0.059,0.091,307.69,313.66,6.67,0.98,2.59,1.87,4.26,16.19,0.017,0.146,1.44,9.99,64.9,45.9,92.4,111.4,0.077,4099,197455.0,-0.059
Company_00122,897.13,122.91,0.137,0.281,0.049,-0.15,-0.078,0.395,0.122,0.139,0.191,0.208,602.26,579.64,4.9,1.04,1.21,1.1,6.53,17.94,0.053,-0.004,1.44,8.35,45.1,46.7,93.0,91.4,0.26,1557,576191.0,0.17
Company_00123,324.82,117.58,0.362,0.285,0.175,0.049,0.17,0.406,0.021,0.129,0.238,0.083,786.61,1382.88,6.69,0.57,2.36,0.5,6.53,6.5,0.086,-0.042,0.23,2.97,53.1,32.8,26.9,47.2,0.259,4974,65304.0,0.139
Company_00124,118.95,35.8,0.301,0.122,-0.028,0.22,0.026,0.47,0.066,0.071,0.089,0.184,44.75,114.03,1.25,0.39,2.94,1.35,12.72,2.38,0.039,0.079,0.34,5.71,79.1,59.5,98.7,118.3,0.196,2425,49052.0,0.437
Company_00125,235.66,17.91,0.076,0.143,0.208,0.374,0.043,0.275,0.145,0.054,0.273,0.178,61.61,73.75,3.44,0.84,2.75,1.99,8.45,4.71,0.055,0.094,0.73,2.63,35.6,42.0,95.1,88.7,0.397,785,300204.0,0.073
Company_00126,432.84,145.87,0.337,-0.026,0.195,-0.102,0.062,0.308,0.17,0.178,0.07,0.154,736.64,1373.29,5.05,0.54,1.29,1.5,6.88,8.66,0.028,0.004,1.52,8.47,32.3,47.8,59.0,43.5,0.087,1930,224269.0,0.053
Company_00127,819.83,182.82,0.223,0.178,0.18,-0.123,0.04,0.546,0.063,0.118,0.221,0.09,709.34,1767.17,3.88,0.4,1.89,0.81,12.47,16.4,0.084,-0.02,1.1,10.07,71.3,46.5,39.3,64.1,0.104,4378,187261.0,0.246
Company_00128,862.12,298.29,0.346,-0.072,0.043,0.083,0.236,0.211,0.229,0.144,0.093,0.133,1965.73,1314.78,6.59,1.5,1.48,1.31,13.58,17.24,0.028,0.171,1.1,10.69,80.3,43.8,45.2,81.7,0.47,4277,201571.0,0.017
Company_00129,16.88,4.39,0.26,0.014,0.197,0.381,0.278,0.56,0.073,0.186,0.252,0.174,8.08,38.21,1.84,0.21,1.14,1.34,6.21,0.34,0.077,0.025,0.73,6.21,67.0,35.5,36.0,67.5,0.359,107,157757.0,0.167
Company_00130,515.64,149.02,0.289,0.167,0.005,0.383,0.119,0.391,0.052,0.049,0.193,0.226,578.2,1633.86,3.88,0.35,2.58,1.63,14.81,10.31,0.068,0.077,1.49,11.1,75.7,35.7,93.3,133.3,0.427,4065,126849.0,0.298
Company_00131,423.24,168.45,0.398,0.024,-0.013,-0.063,0.133,0.699,0.113,0.077,0.197,0.21,1034.28,1718.75,6.14,0.6,2.66,1.77,8.96,8.46,0.094,0.067,0.79,7.25,88.6,37.5,71.1,122.2,0.428,4206,100628.0,0.183
Company_00132,229.89,30.12,0.131,-0.08,-0.037,-0.008,-0.072,0.56,0.174,0.093,0.137,0.171,166.86,91.57,5.54,1.82,2.31,1.77,2.81,4.6,0.063,0.187,1.17,5.15,67.9,31.6,48.8,85.1,0.366,2048,112251.0,-0.062
Company_00133,128.67,34.48,0.268,0.233,0.232,0.345,0.185,0.625,0.297,0.054,0.121,0.096,198.26,115.97,5.75,1.71,1.18,1.79,6.75,2.57,0.072,0.048,1.49,11.3,56.6,66.7,40.0,29.9,0.246,1913,67261.0,0.123
Company_00134,344.24,72.63,0.211,0.024,0.042,0.241,0.134,0.269,0.137,0.17,0.166,0.093,273.82,522.8,3.77,0.52,1.15,1.84,9.08,6.88,0.099,0.178,1.3,4.53,89.6,59.3,24.4,54.7,0.304,4039,85229.0,0.061
Company_00135,943.48,60.38,0.064,-0.075,0.225,0.383,-0.08,0.36,0.139,0.026,0.239,0.213,182.95,372.48,3.03,0.49,2.12,1.06,12.74,18.87,0.039,0.036,0.67,5.99,67.7,48.2,57.6,77.1,0.102,4369,215949.0,0.072
Company_00136,329.97,18.15,0.055,-0.07,0.032,0.336,-0.021,0.798,0.037,0.055,0.092,0.183,73.33,69.69,4.04,1.05,2.8,1.07,11.22,6.6,0.032,0.178,1.2,2.22,40.6,65.1,38.3,13.8,0.216,4224,78118.0,0.054
Company_00137,523.6,48.17,0.092,0.001,0.222,-0.071,-0.019,0.46,0.234,0.046,0.254,0.122,106.46,228.09,2.21,0.47,1.35,1.19,4.59,10.47,0.041,-0.05,0.86,5.38,71.1,22.3,20.8,69.6,0.375,720,727222.0,-0.009
Company_00138,705.99,195.56,0.277,-0.029,0.221,0.256,-0.032,0.415,0.071,0.191,0.17,0.244,948.47,2246.38,4.85,0.42,2.26,1.56,7.51,14.12,0.072,0.005,0.28,3.31,74.6,52.9,42.0,63.7,0.006,3485,202580.0,0.117
Company_00139,369.99,92.13,0.249,0.21,0.227,-0.171,0.163,0.724,0.229,0.129,0.163,0.228,526.98,581.45,5.72,0.91,2.0,0.53,3.28,7.4,0.053,0.047,0.53,3.1,30.7,66.6,41.3,5.4,0.389,2702,136932.0,0.089
Company_00140,972.06,237.18,0.244,0.029,0.099,0.291,0.271,0.22,0.275,0.146,0.054,0.184,339.17,1183.92,1.43,0.29,1.51,1.1,13.4,19.44,0.066,0.166,1.47,8.51,56.0,22.7,68.1,101.4,0.407,666,1459550.0,0.282
Company_00141,962.82,58.73,0.061,0.222,0.21,0.161,0.205,0.521,0.235,0.031,0.081,0.124,269.57,261.8,4.59,1.03,1.84,0.62,2.05,19.26,0.097,0.16,1.09,6.46,86.8,37.0,49.0,98.8,0.438,1479,650994.0,0.043
Company_00142,259.26,55.48,0.214,-0.03,0.235,0.374,0.091,0.326,0.2,0.047,0.158,0.112,246.89,461.17,4.45,0.54,1.91,1.48,5.39,5.19,0.058,0.023,0.62,7.72,79.0,63.0,20.7,36.7,0.272,1037,250010.0,0.045
Company_00143,502.28,187.85,0.374,0.097,0.047,0.376,0.062,0.421,0.189,0.164,0.295,0.238,484.65,1348.82,2.58,0.36,1.3,0.96,11.91,10.05,0.07,0.077,0.29,4.78,42.3,42.7,77.7,77.3,0.032,4406,113999.0,0.459
Company_00144,307.87,58.19,0.189,0.175,0.076,-0.17,0.055,0.32,0.147,0.118,0.113,0.139,405.58,353.23,6.97,1.15,1.35,0.6,2.29,6.16,0.024,0.087,0.99,3.58,48.3,51.8,68.4,64.9,0.265,2620,117508.0,0.039
Company_00145,291.99,78.55,0.269,0.161,0.166,-0.104,0.14,0.223,0.06,0.019,0.053,0.21,314.2,495.9,4.0,0.63,2.34,0.66,11.37,5.84,0.039,0.196,0.78,7.22,69.6,46.2,22.6,46.0,0.198,3458,84439.0,0.197
Company_00146,46.52,15.03,0.323,0.14,0.04,0.091,0.044,0.45,0.238,0.117,0.159,0.238,95.14,72.44,6.33,1.31,1.25,1.84,10.51,0.93,0.083,0.036,0.88,6.22,84.8,52.3,91.9,124.4,0.364,4831,9629.0,0.243
Company_00147,613.47,198.76,0.324,0.27,0.176,0.328,-0.01,0.674,0.154,0.1,0.054,0.148,425.35,1931.48,2.14,0.22,2.56,1.77,7.79,12.27,0.01,0.189,0.71,10.06,82.7,48.3,64.1,98.5,0.107,3409,179956.0,0.33
Company_00148,507.65,117.77,0.232,-0.009,-0.028,0.289,0.141,0.771,0.195,0.039,0.134,0.181,646.56,1146.85,5.49,0.56,2.69,1.63,3.84,10.15,0.065,0.076,1.96,7.57,44.6,48.8,92.1,87.9,0.116,3563,142478.0,-0.137
Company_00149,60.96,21.34,0.35,0.097,0.107,0.379,0.056,0.574,0.125,0.123,0.139,0.067,31.58,70.26,1.48,0.45,1.23,0.92,6.02,1.22,0.079,0.114,1.66,6.58,70.9,54.0,54.3,71.2,0.049,1803,33810.0,0.289
Company_00150,285.86,53.46,0.187,0.254,-0.013,0.171,-0.094,0.433,0.076,0.043,0.051,0.181,75.38,263.94,1.41,0.29,2.89,1.25,4.59,5.72,0.04,0.119,0.77,5.82,63.9,22.5,28.6,70.0,0.427,858,333170.0,0.186
Company_00151,909.18,328.21,0.361,-0.069,0.038,-0.046,-0.091,0.662,0.246,0.164,0.245,0.093,705.65,1166.19,2.15,0.61,2.96,1.91,2.08,18.18,0.037,0.097,1.17,8.53,52.5,34.6,38.9,56.8,0.408,2231,407521.0,0.081
Company_00152,247.17,33.12,0.134,-0.078,0.028,-0.185,0.01,0.503,0.116,0.128,0.278,0.184,179.51,125.51,5.42,1.43,1.11,1.81,6.78,4.94,0.029,0.107,1.22,5.13,48.1,24.1,79.9,103.9,0.345,2848,86787.0,-0.071
Company_00153,153.45,22.71,0.148,-0.007,0.202,-0.066,0.105,0.421,0.263,0.176,0.3,0.07,158.52,263.81,6.98,0.6,1.01,1.55,13.73,3.07,0.078,0.174,0.59,2.93,59.9,37.4,98.8,121.3,0.278,2048,74927.0,0.092
Company_00154,494.56,34.12,0.069,0.153,0.008,0.205,0.042,0.307,0.29,0.091,0.177,0.149,200.28,242.1,5.87,0.83,2.9,1.69,8.23,9.89,0.098,0.054,1.59,8.74,64.1,52.5,38.3,49.9,0.305,878,563280.0,0.065
Company_00155,985.79,323.34,0.328,0.004,0.193,0.356,-0.09,0.678,0.252,0.107,0.127,0.154,1147.86,1550.37,3.55,0.74,1.18,0.53,9.81,19.72,0.073,0.117,1.76,4.27,84.0,59.2,47.5,72.3,0.233,436,2260986.0,0.154
Company_00156,249.63,48.93,0.196,-0.024,0.188,-0.007,-0.011,0.5,0.056,0.155,0.229,0.147,237.8,571.97,4.86,0.42,1.54,1.59,14.24,4.99,0.08,0.012,1.3,2.75,74.9,67.8,29.4,36.5,0.145,2895,86228.0,0.062
Company_00157,675.41,87.8,0.13,0.084,0.1,0.325,-0.061,0.778,0.259,0.114,0.234,0.201,338.03,639.6,3.85,0.53,1.95,1.22,7.86,13.51,0.038,0.131,1.76,10.93,33.6,27.4,28.0,34.2,0.009,53,12743585.0,0.107
Company_00158,764.0,100.08,0.131,0.145,0.02,0.037,0.279,0.681,0.165,0.119,0.145,0.201,248.2,917.43,2.48,0.27,1.32,0.78,9.59,15.28,0.074,0.197,1.26,6.06,40.6,46.9,71.4,65.1,0.421,1719,444444.0,0.139
Company_00159,245.26,89.52,0.365,-0.001,0.018,-0.015,0.025,0.452,0.088,0.115,0.191,0.191,420.74,1039.89,4.7,0.4,1.83,1.94,3.2,4.91,0.066,0.153,1.22,5.31,44.3,56.4,56.2,44.1,0.451,1291,189977.0,0.066
Company_00160,730.93,249.98,0.342,0.02,0.089,0.105,-0.094,0.645,0.046,0.103,0.255,0.176,1044.92,2841.79,4.18,0.37,2.85,1.81,3.74,14.62,0.023,-0.025,1.13,6.34,42.4,66.6,71.6,47.4,0.373,3645,200529.0,0.022
Company_00161,374.11,91.28,0.244,0.145,-0.047,0.065,0.164,0.472,0.098,0.163,0.097,0.231,386.11,1066.16,4.23,0.36,2.77,1.76,9.59,7.48,0.069,0.111,0.92,5.04,47.8,24.0,63.2,87.0,0.23,1280,292273.0,0.217
Company_00162,635.98,169.17,0.266,0.278,0.109,0.348,-0.007,0.248,0.058,0.102,0.055,0.165,233.45,1785.58,1.38,0.13,1.31,1.11,2.62,12.72,0.094,0.051,1.2,3.9,54.4,50.6,57.0,60.8,0.241,791,804020.0,0.308
Company_00163,637.19,137.63,0.216,0.17,0.236,0.081,0.127,0.51,0.027,0.181,0.185,0.12,238.1,1280.98,1.73,0.19,2.89,0.83,2.47,12.74,0.055,0.049,1.91,7.87,31.0,58.6,89.7,62.1,0.259,3324,191694.0,0.217
Company_00164,540.42,101.06,0.187,0.213,-0.004,-0.034,-0.04,0.719,0.297,0.164,0.216,0.062,404.24,493.5,4.0,0.82,2.42,1.48,3.36,10.81,0.089,0.049,1.78,4.12,34.1,58.7,37.6,13.0,0.239,1802,299900.0,0.108
Company_00165,99.39,36.77,0.37,0.047,0.122,0.306,0.294,0.713,0.253,0.142,0.194,0.157,115.83,170.8,3.15,0.68,2.94,1.25,5.03,1.99,0.091,0.122,1.06,7.11,69.7,42.6,88.5,115.6,0.497,1728,57517.0,0.163
Company_00166,836.95,78.67,0.094,0.009,0.239,0.399,0.288,0.545,0.227,0.181,0.199,0.096,279.28,485.67,3.55,0.58,1.35,1.51,3.27,16.74,0.017,-0.037,0.51,7.78,66.0,62.8,93.0,96.2,0.043,1412,592741.0,-0.082
Company_00167,327.57,64.2,0.196,0.082,0.208,0.189,0.162,0.428,0.074,0.112,0.148,0.127,214.43,712.86,3.34,0.3,1.13,1.12,5.33,6.55,0.085,0.048,0.95,11.13,82.6,39.7,21.3,64.2,0.007,2020,162163.0,0.106
Company_00168,194.65,33.29,0.171,0.223,0.205,-0.05,0.183,0.206,0.028,0.166,0.213,0.06,175.44,173.9,5.27,1.01,1.83,1.89,11.6,3.89,0.058,-0.031,1.46,3.56,87.3,60.1,64.9,92.1,0.108,2762,70474.0,0.16
Company_00169,50.37,11.28,0.224,0.083,0.197,-0.057,0.07,0.387,0.156,0.056,0.061,0.178,23.35,55.17,2.07,0.42,2.98,1.94,7.4,1.01,0.068,0.178,0.43,11.73,73.9,49.9,69.8,93.8,0.2,1965,25634.0,0.205
Company_00170,594.98,124.95,0.21,0.239,0.043,-0.165,0.285,0.794,0.228,0.024,0.088,0.227,830.92,1022.58,6.65,0.81,1.91,1.69,10.63,11.9,0.02,-0.036,0.8,11.12,53.7,29.4,89.3,113.6,0.439,4841,122904.0,0.119
Company_00171,680.79,157.94,0.232,0.296,0.217,-0.154,0.069,0.636,0.29,0.14,0.161,0.115,603.33,802.88,3.82,0.75,2.29,0.95,11.94,13.62,0.021,-0.016,1.68,6.34,74.6,22.9,75.2,126.9,0.135,2023,336525.0,0.299
Company_00172,26.42,2.62,0.099,-0.071,0.232,0.349,-0.004,0.631,0.256,0.067,0.286,0.211,7.96,21.52,3.04,0.37,2.08,0.74,6.26,0.53,0.075,0.038,1.03,11.24,64.7,46.3,94.3,112.7,0.131,582,45395.0,0.101
Company_00173,516.97,118.9,0.23,-0.082,0.099,-0.142,-0.054,0.657,0.27,0.131,0.211,0.075,134.36,1053.82,1.13,0.13,2.79,1.16,13.62,10.34,0.085,0.107,1.07,10.41,86.6,68.5,39.3,57.4,0.258,3644,141869.0,0.114
Company_00174,234.23,31.62,0.135,-0.04,0.056,0.091,-0.017,0.572,0.087,0.025,0.139,0.195,98.97,195.61,3.13,0.51,2.74,1.16,13.2,4.68,0.098,0.081,0.87,5.35,84.3,69.0,68.0,83.3,0.019,1460,160432.0,0.152
Company_00175,648.72,74.6,0.115,0.054,0.074,0.219,0.129,0.552,0.063,0.192,0.164,0.066,354.35,528.84,4.75,0.67,2.92,1.74,7.37,12.97,0.093,0.074,1.4,11.33,80.4,61.0,87.8,107.2,0.408,2461,263600.0,-0.025
Company_00176,182.62,13.33,0.073,-0.048,0.05,0.31,-0.002,0.472,0.089,0.108,0.261,0.102,77.05,96.05,5.78,0.8,2.22,0.53,12.73,3.65,0.083,-0.045,0.72,2.57,69.0,24.7,63.4,107.7,0.426,2643,69096.0,-0.067
Company_00177,694.03,220.01,0.317,0.248,0.014,-0.097,0.162,0.466,0.059,0.012,0.186,0.122,1185.85,898.58,5.39,1.32,2.12,0.64,6.38,13.88,0.097,0.115,0.3,3.64,40.3,28.5,36.9,48.7,0.019,1595,435129.0,0.294
Company_00178,392.87,78.57,0.2,-0.091,0.136,0.063,0.053,0.723,0.244,0.1,0.062,0.081,348.85,315.24,4.44,1.11,1.13,1.01,11.4,7.86,0.074,0.043,1.83,7.91,76.2,47.9,85.9,114.2,0.282,3904,100633.0,0.023
Company_00179,937.36,252.15,0.269,0.026,0.119,-0.049,0.255,0.436,0.273,0.16,0.154,0.087,912.78,1093.47,3.62,0.83,1.62,0.68,14.63,18.75,0.099,0.128,0.41,2.08,82.7,66.0,67.6,84.3,0.428,2717,344998.0,0.234
Company_00180,146.15,44.58,0.305,-0.026,0.089,-0.047,0.123,0.704,0.106,0.174,0.147,0.19,185.01,437.48,4.15,0.42,1.72,1.07,6.05,2.92,0.044,0.056,1.49,9.56,75.1,49.5,67.5,93.1,0.236,1292,113119.0,0.135
Company_00181,347.66,100.13,0.288,0.273,-0.021,-0.018,0.149,0.703,0.266,0.098,0.275,0.069,677.88,992.37,6.77,0.68,2.01,0.82,9.44,6.95,0.015,0.158,1.09,8.46,65.1,21.2,83.4,127.3,0.3,1412,246218.0,0.085
Company_00182,122.34,26.3,0.215,0.168,0.189,0.152,0.123,0.663,0.035,0.034,0.126,0.237,178.84,180.54,6.8,0.99,1.25,1.97,6.68,2.45,0.075,0.001,1.57,11.08,74.7,61.2,34.4,47.9,0.206,3982,30723.0,0.068
Company_00183,925.45,172.13,0.186,0.265,0.002,-0.19,0.254,0.223,0.21,0.182,0.066,0.204,1001.8,558.22,5.82,1.79,2.07,1.28,8.47,18.51,0.031,0.121,1.51,7.42,52.0,25.2,97.7,124.5,0.179,4189,220924.0,0.058
Company_00184,878.57,159.9,0.182,0.289,-0.016,0.045,-0.075,0.289,0.168,0.196,0.139,0.121,319.8,499.4,2.0,0.64,1.53,1.45,4.83,17.57,0.043,0.177,1.33,10.14,38.4,41.2,81.9,79.1,0.184,2161,406557.0,0.248
Company_00185,265.36,72.71,0.274,0.099,0.137,-0.088,-0.073,0.389,0.097,0.022,0.061,0.176,480.61,845.79,6.61,0.57,2.94,1.73,7.57,5.31,0.035,-0.019,0.34,2.11,50.3,64.4,63.5,49.4,0.016,1559,170212.0,0.018
Company_00186,663.38,147.93,0.223,-0.006,0.07,0.38,0.181,0.709,0.235,0.025,0.258,0.194,723.38,748.49,4.89,0.97,1.41,1.27,10.38,13.27,0.011,0.186,0.71,5.95,81.6,43.1,70.3,108.8,0.46,583,1137873.0,0.112
Company_00187,819.05,284.21,0.347,-0.023,-0.032,0.15,0.207,0.724,0.079,0.117,0.198,0.169,1099.89,1282.3,3.87,0.86,1.35,1.17,6.48,16.38,0.055,0.057,0.97,5.16,83.8,66.9,38.3,55.2,0.277,1692,484072.0,0.185
Company_00188,559.65,199.24,0.356,-0.011,0.057,0.321,0.073,0.225,0.137,0.111,0.167,0.174,870.68,749.79,4.37,1.16,2.03,1.38,5.76,11.19,0.017,0.053,0.24,2.77,42.0,40.9,20.7,21.8,0.478,1829,305987.0,0.055
Company_00189,534.35,58.78,0.11,0.183,0.182,-0.083,0.041,0.395,0.219,0.122,0.14,0.233,226.89,546.33,3.86,0.42,2.85,0.73,6.3,10.69,0.03,-0.02,1.94,3.2,35.3,32.3,74.7,77.7,0.43,3175,168299.0,0.107
Company_00190,249.43,24.44,0.098,-0.084,0.135,0.286,0.011,0.71,0.115,0.07,0.154,0.226,94.58,233.32,3.87,0.41,1.22,1.72,6.06,4.99,0.047,0.173,0.58,11.95,35.9,56.6,93.5,72.8,0.362,1391,179317.0,-0.063
Company_00191,102.17,27.69,0.271,-0.079,0.059,0.049,-0.006,0.35,0.26,0.02,0.247,0.233,99.41,321.9,3.59,0.31,2.84,1.45,4.09,2.04,0.056,0.114,1.99,2.54,62.7,21.8,72.5,113.4,0.451,2528,40415.0,0.096
Company_00192,898.24,139.23,0.155,0.143,0.008,-0.093,0.265,0.786,0.262,0.12,0.095,0.227,888.29,1473.65,6.38,0.6,1.22,1.9,13.78,17.96,0.077,0.166,0.59,7.43,46.0,20.4,49.3,74.9,0.124,1528,587853.0,0.185
Company_00193,901.41,50.48,0.056,0.157,0.14,0.257,0.018,0.494,0.077,0.039,0.068,0.187,188.8,162.76,3.74,1.16,1.34,1.62,14.42,18.03,0.029,0.128,1.46,5.02,55.7,23.9,85.2,117.0,0.294,4074,221259.0,0.126
Company_00194,636.77,229.87,0.361,0.166,0.216,0.257,0.159,0.762,0.143,0.075,0.19,0.148,533.3,2372.66,2.32,0.22,1.32,0.93,5.44,12.74,0.054,0.064,1.09,11.63,62.7,61.4,27.9,29.2,0.244,2619,243135.0,0.173
Company_00195,345.64,44.59,0.129,0.049,0.144,0.398,0.215,0.457,0.141,0.121,0.265,0.147,105.68,521.98,2.37,0.2,1.46,1.73,10.02,6.91,0.071,0.065,0.72,5.3,33.4,37.3,98.6,94.7,0.116,318,1086918.0,0.109
Company_00196,355.72,133.4,0.375,0.222,0.194,0.269,-0.091,0.394,0.135,0.05,0.191,0.204,238.79,1031.4,1.79,0.23,2.5,0.65,6.1,7.11,0.065,0.162,1.51,5.43,77.4,20.6,55.6,112.4,0.462,4966,71631.0,0.272
Company_00197,728.7,219.34,0.301,0.113,0.106,-0.113,-0.086,0.417,0.161,0.113,0.249,0.235,949.74,981.12,4.33,0.97,1.85,0.68,9.54,14.57,0.024,0.069,1.21,7.47,40.8,58.0,84.9,67.7,0.476,2528,288252.0,0.143
Company_00198,898.14,284.71,0.317,-0.058,0.165,-0.006,0.033,0.731,0.041,0.146,0.273,0.068,839.89,1449.3,2.95,0.58,2.62,1.85,5.81,17.96,0.085,-0.012,1.39,3.6,57.1,39.0,91.8,109.9,0.452,1892,474704.0,0.147
Company_00199,888.22,107.47,0.121,0.219,0.219,0.071,0.178,0.398,0.264,0.022,0.069,0.225,479.32,1132.59,4.46,0.42,1.66,0.73,2.79,17.76,0.012,0.039,1.17,11.05,82.3,69.4,52.0,64.9,0.427,917,968615.0,0.129
